timestamp,earth_humidity,air_temperature,air_humidity,luminance,label
2026-01-13 04:36:53.973666,79.9,44.8,71.8,19242.2,1
2026-01-13 04:51:53.973666,78.6,25.8,71.4,37887.4,0
2026-01-13 05:06:53.973666,71.6,19.2,74.4,29137.6,0
2026-01-13 05:21:53.973666,90.7,33.4,49.7,27658.9,2
2026-01-13 05:36:53.973666,67.8,26.3,77.7,35689.1,0
2026-01-13 05:51:53.973666,60.3,23.4,87.4,27051.4,1
2026-01-13 06:06:53.973666,70.1,23.2,75.3,31404.3,0
2026-01-13 06:21:53.973666,80.0,24.9,78.3,38269.2,0
2026-01-13 06:36:53.973666,65.8,19.0,78.6,19538.2,0
2026-01-13 06:51:53.973666,69.6,22.4,76.8,31653.8,0
2026-01-13 07:06:53.973666,71.2,24.3,75.6,39351.3,0
2026-01-13 07:21:53.973666,84.7,31.2,38.6,8233.5,2
2026-01-13 07:36:53.973666,76.0,26.7,76.2,35902.5,0
2026-01-13 07:51:53.973666,70.4,41.9,71.0,31003.1,1
2026-01-13 08:06:53.973666,77.2,25.8,77.7,39244.7,0
2026-01-13 08:21:53.973666,89.8,33.4,83.3,20003.4,2
2026-01-13 08:36:53.973666,46.5,12.5,82.3,96649.1,2
2026-01-13 08:51:53.973666,69.4,8.5,94.8,93594.1,2
2026-01-13 09:06:53.973666,51.5,22.9,79.4,25188.0,1
2026-01-13 09:21:53.973666,51.1,11.0,36.6,5305.2,2
2026-01-13 09:36:53.973666,78.1,19.5,75.8,21570.2,0
2026-01-13 09:51:53.973666,62.7,22.3,79.5,31560.7,0
2026-01-13 10:06:53.973666,78.8,20.9,77.0,32845.6,0
2026-01-13 10:21:53.973666,79.1,24.2,74.0,31148.5,0
2026-01-13 10:36:53.973666,98.4,25.2,79.0,15199.5,1
2026-01-13 10:51:53.973666,64.4,26.5,74.7,34083.9,0
2026-01-13 11:06:53.973666,69.0,21.4,72.0,12023.9,1
2026-01-13 11:21:53.973666,74.0,26.7,72.4,24852.8,0
2026-01-13 11:36:53.973666,69.0,23.2,76.7,30205.7,0
2026-01-13 11:51:53.973666,76.3,19.9,92.8,99000.2,1
2026-01-13 12:06:53.973666,70.1,7.5,22.6,27860.8,1
2026-01-13 12:21:53.973666,12.5,36.0,21.5,46591.0,2
2026-01-13 12:36:53.973666,92.8,43.2,86.6,24427.8,2
2026-01-13 12:51:53.973666,87.6,24.2,99.4,11361.9,2
2026-01-13 13:06:53.973666,0.7,31.4,79.3,90520.6,2
2026-01-13 13:21:53.973666,29.8,44.2,90.0,91365.4,2
2026-01-13 13:36:53.973666,77.4,36.6,73.0,25020.1,1
2026-01-13 13:51:53.973666,10.2,26.8,77.0,3064.2,1
2026-01-13 14:06:53.973666,76.2,24.7,70.7,32509.2,0
2026-01-13 14:21:53.973666,31.7,42.3,47.1,2569.0,2
2026-01-13 14:36:53.973666,22.9,9.7,97.0,39121.4,2
2026-01-13 14:51:53.973666,62.8,23.5,72.7,26763.6,0
2026-01-13 15:06:53.973666,49.6,9.5,55.5,19113.0,2
2026-01-13 15:21:53.973666,54.9,31.3,86.3,13876.8,2
2026-01-13 15:36:53.973666,0.4,22.4,34.5,28110.0,1
2026-01-13 15:51:53.973666,82.5,4.1,46.1,54555.8,2
2026-01-13 16:06:53.973666,67.4,26.4,75.1,30489.7,0
2026-01-13 16:21:53.973666,71.3,23.8,79.7,20028.9,0
2026-01-13 16:36:53.973666,64.3,25.7,79.4,27901.1,0
2026-01-13 16:51:53.973666,91.6,15.3,78.6,40395.6,2
2026-01-13 17:06:53.973666,66.1,1.0,78.1,27125.9,1
2026-01-13 17:21:53.973666,73.5,19.7,74.3,33585.4,0
2026-01-13 17:36:53.973666,91.4,34.1,99.9,87890.5,2
2026-01-13 17:51:53.973666,86.6,19.8,77.4,23985.8,1
2026-01-13 18:06:53.973666,76.9,24.1,73.1,37038.7,0
2026-01-13 18:21:53.973666,87.4,37.2,77.2,24603.5,1
2026-01-13 18:36:53.973666,90.8,19.5,85.8,21644.4,1
2026-01-13 18:51:53.973666,75.5,25.0,70.6,68778.9,1
2026-01-13 19:06:53.973666,91.4,32.2,97.4,49460.8,2
2026-01-13 19:21:53.973666,78.3,19.2,78.8,26373.5,0
2026-01-13 19:36:53.973666,90.6,36.3,75.4,63864.2,2
2026-01-13 19:51:53.973666,75.5,18.6,75.6,27167.8,0
2026-01-13 20:06:53.973666,68.0,18.3,77.7,29512.0,0
2026-01-13 20:21:53.973666,76.9,38.8,44.5,4155.6,2
2026-01-13 20:36:53.973666,68.2,24.8,78.8,48971.1,1
2026-01-13 20:51:53.973666,95.6,0.7,82.8,86002.8,2
2026-01-13 21:06:53.973666,11.0,26.8,94.5,30532.9,1
2026-01-13 21:21:53.973666,74.8,30.3,93.6,38059.4,1
2026-01-13 21:36:53.973666,71.3,35.5,73.6,4255.5,1
2026-01-13 21:51:53.973666,78.0,8.6,88.5,60903.3,2
2026-01-13 22:06:53.973666,68.8,22.3,77.9,37044.6,0
2026-01-13 22:21:53.973666,67.2,39.6,76.5,50392.2,1
2026-01-13 22:36:53.973666,75.5,25.1,79.8,21622.8,0
2026-01-13 22:51:53.973666,54.2,14.8,78.7,29091.1,1
2026-01-13 23:06:53.973666,92.1,3.4,99.5,19950.6,2
2026-01-13 23:21:53.973666,85.4,42.5,67.8,10705.0,2
2026-01-13 23:36:53.973666,97.8,39.0,41.4,94868.9,2
2026-01-13 23:51:53.973666,67.8,26.6,78.2,33830.8,0
2026-01-14 00:06:53.973666,77.2,21.1,71.8,27477.4,0
2026-01-14 00:21:53.973666,79.5,23.8,73.3,28833.9,0
2026-01-14 00:36:53.973666,64.5,3.1,76.9,35198.1,1
2026-01-14 00:51:53.973666,20.0,33.4,47.6,16292.3,2
2026-01-14 01:06:53.973666,61.6,20.5,72.2,39342.7,0
2026-01-14 01:21:53.973666,63.6,22.5,73.0,25748.9,0
2026-01-14 01:36:53.973666,93.1,22.7,78.1,37546.5,1
2026-01-14 01:51:53.973666,60.0,25.4,73.8,29599.6,0
2026-01-14 02:06:53.973666,66.1,13.4,77.1,16964.4,1
2026-01-14 02:21:53.973666,44.9,1.4,71.5,22757.5,1
2026-01-14 02:36:53.973666,90.5,31.7,48.9,29088.4,2
2026-01-14 02:51:53.973666,42.1,37.6,95.4,7531.8,2
2026-01-14 03:06:53.973666,98.5,26.5,92.4,21348.4,1
2026-01-14 03:21:53.973666,60.4,22.1,74.0,29841.8,0
2026-01-14 03:36:53.973666,73.2,26.0,76.6,31772.2,0
2026-01-14 03:51:53.973666,87.8,26.9,86.7,99646.1,2
2026-01-14 04:06:53.973666,66.7,18.5,78.4,3156.2,1
2026-01-14 04:21:53.973666,91.0,11.7,93.6,48193.2,2
2026-01-14 04:36:53.973666,22.2,21.1,78.7,21451.4,1
2026-01-14 04:51:53.973666,68.6,30.3,77.3,90959.1,1
2026-01-14 05:06:53.973666,68.8,26.9,79.6,34029.1,0
2026-01-14 05:21:53.973666,41.6,39.5,99.8,73937.0,2
2026-01-14 05:36:53.973666,96.3,7.2,31.2,1613.2,2
2026-01-14 05:51:53.973666,61.1,24.1,73.8,19729.7,0
2026-01-14 06:06:53.973666,68.3,18.2,77.9,23267.6,0
2026-01-14 06:21:53.973666,63.7,22.2,74.8,33451.6,0
2026-01-14 06:36:53.973666,63.0,18.6,41.6,35765.7,1
2026-01-14 06:51:53.973666,89.3,42.4,77.6,21652.6,1
2026-01-14 07:06:53.973666,68.3,20.5,77.8,27583.7,0
2026-01-14 07:21:53.973666,11.5,31.4,93.7,3690.5,2
2026-01-14 07:36:53.973666,48.3,38.7,31.4,43867.3,2
2026-01-14 07:51:53.973666,75.3,23.4,79.1,36671.4,0
2026-01-14 08:06:53.973666,68.4,18.2,73.9,19295.5,0
2026-01-14 08:21:53.973666,66.4,21.4,76.2,23586.4,0
2026-01-14 08:36:53.973666,67.2,22.9,72.2,34667.4,0
2026-01-14 08:51:53.973666,65.5,24.0,75.9,31582.8,0
2026-01-14 09:06:53.973666,60.2,23.6,71.5,23703.9,0
2026-01-14 09:21:53.973666,52.6,7.6,92.2,8278.0,2
2026-01-14 09:36:53.973666,65.3,38.8,79.3,28900.3,1
2026-01-14 09:51:53.973666,62.2,41.1,78.4,24250.7,1
2026-01-14 10:06:53.973666,70.5,20.5,74.2,21419.5,0
2026-01-14 10:21:53.973666,33.8,23.1,32.2,29747.7,1
2026-01-14 10:36:53.973666,83.3,34.2,90.1,889.8,2
2026-01-14 10:51:53.973666,53.8,23.5,84.3,26128.4,1
2026-01-14 11:06:53.973666,72.6,25.0,21.7,33553.9,1
2026-01-14 11:21:53.973666,79.0,18.7,77.4,34443.7,0
2026-01-14 11:36:53.973666,38.3,20.4,75.3,29501.6,1
2026-01-14 11:51:53.973666,76.4,41.8,76.3,34865.3,1
2026-01-14 12:06:53.973666,66.7,20.8,73.4,38925.1,0
2026-01-14 12:21:53.973666,70.5,25.2,71.1,32612.3,0
2026-01-14 12:36:53.973666,72.7,18.8,78.1,37065.3,0
2026-01-14 12:51:53.973666,71.0,22.4,79.1,27235.7,0
2026-01-14 13:06:53.973666,24.4,32.0,79.5,70783.5,2
2026-01-14 13:21:53.973666,72.8,38.6,84.6,69537.4,2
2026-01-14 13:36:53.973666,72.1,21.4,71.5,24910.8,0
2026-01-14 13:51:53.973666,70.5,20.8,76.1,37234.3,0
2026-01-14 14:06:53.973666,79.2,13.0,91.1,62808.7,2
2026-01-14 14:21:53.973666,92.3,39.8,94.6,82667.2,2
2026-01-14 14:36:53.973666,78.8,25.3,74.2,38810.1,0
2026-01-14 14:51:53.973666,76.6,26.3,78.0,24927.2,0
2026-01-14 15:06:53.973666,71.6,18.7,74.5,16834.6,1
2026-01-14 15:21:53.973666,60.4,21.2,72.0,34580.1,0
2026-01-14 15:36:53.973666,74.0,33.4,78.9,8484.1,1
2026-01-14 15:51:53.973666,70.8,18.6,55.3,82841.9,1
2026-01-14 16:06:53.973666,62.6,20.2,75.6,35161.9,0
2026-01-14 16:21:53.973666,70.4,20.3,71.0,38630.2,0
2026-01-14 16:36:53.973666,0.7,24.6,70.8,3574.1,1
2026-01-14 16:51:53.973666,61.4,21.3,74.9,25010.4,0
2026-01-14 17:06:53.973666,69.6,35.9,91.8,23009.4,1
2026-01-14 17:21:53.973666,67.0,36.3,80.0,22542.5,1
2026-01-14 17:36:53.973666,0.5,38.1,72.7,16069.2,2
2026-01-14 17:51:53.973666,97.4,23.7,31.8,1809.1,2
2026-01-14 18:06:53.973666,77.1,23.0,79.9,36537.7,0
2026-01-14 18:21:53.973666,70.9,23.1,72.4,30656.9,0
2026-01-14 18:36:53.973666,78.1,24.7,79.6,27977.8,0
2026-01-14 18:51:53.973666,66.3,21.0,74.1,36080.2,0
2026-01-14 19:06:53.973666,65.0,18.3,73.7,27593.9,0
2026-01-14 19:21:53.973666,64.7,19.7,76.7,23331.8,0
2026-01-14 19:36:53.973666,73.8,18.9,79.2,36106.3,0
2026-01-14 19:51:53.973666,73.4,26.8,72.1,79375.5,1
2026-01-14 20:06:53.973666,75.1,24.1,74.9,35071.8,0
2026-01-14 20:21:53.973666,98.0,20.6,73.8,25100.3,1
2026-01-14 20:36:53.973666,62.7,18.6,73.4,29582.7,0
2026-01-14 20:51:53.973666,95.3,31.1,83.6,18154.0,2
2026-01-14 21:06:53.973666,64.9,24.9,29.2,35968.7,1
2026-01-14 21:21:53.973666,77.6,23.7,72.8,23343.2,0
2026-01-14 21:36:53.973666,63.2,8.9,92.4,18393.7,2
2026-01-14 21:51:53.973666,71.5,26.1,71.8,20207.1,0
2026-01-14 22:06:53.973666,73.4,37.3,78.8,27412.6,1
2026-01-14 22:21:53.973666,65.3,38.0,79.4,23700.1,1
2026-01-14 22:36:53.973666,70.7,31.0,94.7,16406.3,2
2026-01-14 22:51:53.973666,68.8,18.8,76.5,24362.0,0
2026-01-14 23:06:53.973666,76.5,21.8,76.3,35101.9,0
2026-01-14 23:21:53.973666,65.6,21.2,73.0,33019.0,0
2026-01-14 23:36:53.973666,17.6,20.8,73.5,90897.4,1
2026-01-14 23:51:53.973666,21.4,34.0,95.8,2611.7,2
2026-01-15 00:06:53.973666,70.0,20.0,73.5,28685.0,0
2026-01-15 00:21:53.973666,73.4,21.6,70.3,31891.9,0
2026-01-15 00:36:53.973666,70.8,21.3,98.4,74.1,1
2026-01-15 00:51:53.973666,67.4,19.6,78.7,38415.0,0
2026-01-15 01:06:53.973666,63.4,21.6,71.6,14589.7,1
2026-01-15 01:21:53.973666,13.2,21.6,70.8,5645.1,1
2026-01-15 01:36:53.973666,31.9,11.9,79.5,22938.6,1
2026-01-15 01:51:53.973666,72.0,22.3,72.6,30361.7,0
2026-01-15 02:06:53.973666,18.7,19.2,23.9,9488.0,2
2026-01-15 02:21:53.973666,64.8,4.3,89.8,11066.7,2
2026-01-15 02:36:53.973666,69.9,20.6,71.8,32608.0,0
2026-01-15 02:51:53.973666,78.5,24.2,78.0,31864.5,0
2026-01-15 03:06:53.973666,73.2,18.8,77.9,30718.7,0
2026-01-15 03:21:53.973666,65.7,38.8,88.0,29069.2,1
2026-01-15 03:36:53.973666,78.4,19.9,79.2,25346.1,0
2026-01-15 03:51:53.973666,79.8,24.7,76.4,20931.7,0
2026-01-15 04:06:53.973666,67.8,19.5,70.5,21533.2,0
2026-01-15 04:21:53.973666,69.0,1.8,88.2,24162.4,1
2026-01-15 04:36:53.973666,84.4,41.1,53.6,72081.5,2
2026-01-15 04:51:53.973666,61.6,18.2,74.9,39454.4,0
2026-01-15 05:06:53.973666,75.9,7.1,93.6,37373.8,1
2026-01-15 05:21:53.973666,60.5,18.9,73.9,37955.3,0
2026-01-15 05:36:53.973666,62.9,23.7,77.8,39662.1,0
2026-01-15 05:51:53.973666,93.1,1.7,68.0,2608.6,2
2026-01-15 06:06:53.973666,43.2,7.9,50.7,16258.6,2
2026-01-15 06:21:53.973666,89.3,15.6,91.6,3477.1,2
2026-01-15 06:36:53.973666,78.1,24.2,33.7,27144.0,1
2026-01-15 06:51:53.973666,89.0,42.2,65.7,12569.3,2
2026-01-15 07:06:53.973666,72.3,22.5,79.5,50594.1,1
2026-01-15 07:21:53.973666,79.0,20.8,72.6,20289.4,0
2026-01-15 07:36:53.973666,14.2,20.5,90.9,14810.1,2
2026-01-15 07:51:53.973666,93.9,5.6,92.9,4557.3,2
2026-01-15 08:06:53.973666,70.7,18.6,82.1,29392.9,1
2026-01-15 08:21:53.973666,79.3,23.6,72.1,38710.9,0
2026-01-15 08:36:53.973666,72.9,25.3,71.3,30441.1,0
2026-01-15 08:51:53.973666,67.1,33.0,75.5,64677.6,1
2026-01-15 09:06:53.973666,49.4,19.6,76.5,26886.7,1
2026-01-15 09:21:53.973666,77.9,42.1,78.9,17037.1,1
2026-01-15 09:36:53.973666,4.1,31.7,39.9,20327.2,2
2026-01-15 09:51:53.973666,76.9,26.6,75.5,31707.6,0
2026-01-15 10:06:53.973666,9.4,25.8,87.0,12968.4,2
2026-01-15 10:21:53.973666,98.0,3.2,76.2,19141.7,1
2026-01-15 10:36:53.973666,62.4,1.6,75.8,25069.4,1
2026-01-15 10:51:53.973666,28.9,22.2,62.3,83603.1,2
2026-01-15 11:06:53.973666,78.4,40.8,50.4,11963.8,2
2026-01-15 11:21:53.973666,75.4,22.4,75.2,35493.4,0
2026-01-15 11:36:53.973666,68.5,22.1,72.4,30232.3,0
2026-01-15 11:51:53.973666,64.5,24.4,78.2,37825.9,0
2026-01-15 12:06:53.973666,79.0,24.4,76.4,22658.6,0
2026-01-15 12:21:53.973666,61.2,20.2,78.1,8257.8,1
2026-01-15 12:36:53.973666,78.2,2.4,70.7,24237.0,1
2026-01-15 12:51:53.973666,66.2,25.5,79.2,37786.5,0
2026-01-15 13:06:53.973666,76.2,24.3,74.1,5749.2,1
2026-01-15 13:21:53.973666,10.7,38.8,27.3,16409.7,2
2026-01-15 13:36:53.973666,90.2,11.9,83.7,15172.5,2
2026-01-15 13:51:53.973666,73.0,18.7,73.9,32118.8,0
2026-01-15 14:06:53.973666,75.9,22.9,78.4,39106.7,0
2026-01-15 14:21:53.973666,72.4,24.2,78.8,22605.6,0
2026-01-15 14:36:53.973666,72.8,26.2,71.2,33340.4,0
2026-01-15 14:51:53.973666,95.0,23.2,71.2,46047.3,1
2026-01-15 15:06:53.973666,69.3,42.8,57.6,80755.4,2
2026-01-15 15:21:53.973666,43.5,31.2,58.1,67371.5,2
2026-01-15 15:36:53.973666,29.2,21.9,83.3,65202.7,2
2026-01-15 15:51:53.973666,82.9,31.4,94.5,93730.3,2
2026-01-15 16:06:53.973666,75.0,22.2,83.9,30161.6,1
2026-01-15 16:21:53.973666,84.5,38.4,64.0,2170.0,2
2026-01-15 16:36:53.973666,93.9,40.7,31.2,27733.0,2
2026-01-15 16:51:53.973666,61.1,11.6,79.9,1666.7,1
2026-01-15 17:06:53.973666,35.0,2.6,85.7,23766.1,2
2026-01-15 17:21:53.973666,27.0,32.2,44.4,75512.7,2
2026-01-15 17:36:53.973666,57.6,11.7,88.5,4416.9,2
2026-01-15 17:51:53.973666,64.6,18.7,75.8,23117.3,0
2026-01-15 18:06:53.973666,79.5,26.7,91.4,27250.1,1
2026-01-15 18:21:53.973666,77.9,19.5,75.4,35088.9,0
2026-01-15 18:36:53.973666,69.2,20.0,75.9,24775.7,0
2026-01-15 18:51:53.973666,1.9,22.6,46.5,28519.9,1
2026-01-15 19:06:53.973666,65.7,22.5,70.9,36970.7,0
2026-01-15 19:21:53.973666,98.4,24.4,75.1,54111.1,1
2026-01-15 19:36:53.973666,64.4,22.8,72.0,20038.3,0
2026-01-15 19:51:53.973666,90.7,1.4,79.8,15559.1,2
2026-01-15 20:06:53.973666,36.4,29.5,96.4,98828.9,2
2026-01-15 20:21:53.973666,78.4,18.7,75.0,34260.4,0
2026-01-15 20:36:53.973666,74.5,24.7,78.7,23198.1,0
2026-01-15 20:51:53.973666,13.3,0.4,28.1,51157.6,2
2026-01-15 21:06:53.973666,74.0,2.8,92.8,39026.2,1
2026-01-15 21:21:53.973666,67.9,44.4,97.1,20572.6,1
2026-01-15 21:36:53.973666,30.0,37.8,96.2,12302.6,2
2026-01-15 21:51:53.973666,77.3,21.1,79.3,35128.0,0
2026-01-15 22:06:53.973666,92.0,7.0,74.0,59576.8,2
2026-01-15 22:21:53.973666,12.5,33.9,56.9,35511.4,2
2026-01-15 22:36:53.973666,90.1,24.2,85.5,7157.3,2
2026-01-15 22:51:53.973666,60.5,26.3,22.0,22436.9,1
2026-01-15 23:06:53.973666,63.7,25.7,76.7,21342.7,0
2026-01-15 23:21:53.973666,65.7,18.3,73.4,62853.0,1
2026-01-15 23:36:53.973666,74.8,21.6,58.9,78340.2,1
2026-01-15 23:51:53.973666,74.8,23.3,98.7,32174.1,1
2026-01-16 00:06:53.973666,47.8,38.3,96.0,60119.0,2
2026-01-16 00:21:53.973666,77.4,23.3,73.7,27112.5,0
2026-01-16 00:36:53.973666,79.5,18.2,73.9,25449.4,0
2026-01-16 00:51:53.973666,64.8,15.7,77.0,25338.0,1
2026-01-16 01:06:53.973666,73.7,24.3,74.2,36221.7,0
2026-01-16 01:21:53.973666,8.2,42.4,78.6,45638.8,2
2026-01-16 01:36:53.973666,90.5,20.6,32.6,13667.1,2
2026-01-16 01:51:53.973666,69.7,25.7,35.0,29772.2,1
2026-01-16 02:06:53.973666,75.9,24.6,70.0,39727.8,0
2026-01-16 02:21:53.973666,51.7,43.5,49.2,30148.6,2
2026-01-16 02:36:53.973666,42.1,32.1,26.8,95763.5,2
2026-01-16 02:51:53.973666,73.8,19.5,70.7,25992.2,0
2026-01-16 03:06:53.973666,73.1,35.2,76.0,38969.6,1
2026-01-16 03:21:53.973666,62.7,5.3,74.8,29100.5,1
2026-01-16 03:36:53.973666,67.1,18.8,72.2,30879.0,0
2026-01-16 03:51:53.973666,69.2,26.9,78.7,20104.1,0
2026-01-16 04:06:53.973666,18.8,7.1,82.2,9036.8,2
2026-01-16 04:21:53.973666,68.1,26.0,93.4,83127.6,1
2026-01-16 04:36:53.973666,24.0,31.4,71.7,4473.9,2
2026-01-16 04:51:53.973666,77.2,18.9,76.8,23657.3,0
2026-01-16 05:06:53.973666,64.1,18.4,73.9,33426.1,0
2026-01-16 05:21:53.973666,95.0,10.5,20.4,29665.4,2
2026-01-16 05:36:53.973666,18.8,34.1,97.7,29743.9,2
2026-01-16 05:51:53.973666,94.8,25.9,84.3,36887.1,1
2026-01-16 06:06:53.973666,66.7,19.7,79.7,37444.4,0
2026-01-16 06:21:53.973666,65.1,19.2,74.6,20337.5,0
2026-01-16 06:36:53.973666,79.9,0.4,40.5,28697.8,1
2026-01-16 06:51:53.973666,76.4,21.2,71.5,25712.6,0
2026-01-16 07:06:53.973666,54.2,26.7,90.3,99307.7,2
2026-01-16 07:21:53.973666,77.4,19.7,35.2,29103.0,1
2026-01-16 07:36:53.973666,68.6,26.0,70.0,41805.1,1
2026-01-16 07:51:53.973666,60.8,18.2,78.2,39382.7,0
2026-01-16 08:06:53.973666,86.9,23.1,71.4,21489.9,1
2026-01-16 08:21:53.973666,23.4,33.8,77.5,30285.9,1
2026-01-16 08:36:53.973666,96.6,29.4,76.6,23463.2,1
2026-01-16 08:51:53.973666,79.6,24.7,72.4,5076.7,1
2026-01-16 09:06:53.973666,71.6,25.0,71.4,35563.5,0
2026-01-16 09:21:53.973666,69.3,24.4,72.6,33191.1,0
2026-01-16 09:36:53.973666,75.8,23.1,70.2,31511.0,0
2026-01-16 09:51:53.973666,64.3,26.6,79.0,33413.3,0
2026-01-16 10:06:53.973666,60.7,26.1,73.5,21755.3,0
2026-01-16 10:21:53.973666,70.0,18.8,70.7,32578.4,0
2026-01-16 10:36:53.973666,74.9,26.4,79.7,39783.9,0
2026-01-16 10:51:53.973666,82.2,37.6,92.3,10779.0,2
2026-01-16 11:06:53.973666,71.6,20.6,62.9,53430.7,1
2026-01-16 11:21:53.973666,91.2,9.2,94.5,9545.3,2
2026-01-16 11:36:53.973666,73.6,25.8,73.7,33778.7,0
2026-01-16 11:51:53.973666,99.9,2.0,70.1,7208.6,2
2026-01-16 12:06:53.973666,71.8,41.9,99.7,46365.1,2
2026-01-16 12:21:53.973666,72.4,18.1,72.0,27803.4,0
2026-01-16 12:36:53.973666,63.1,25.6,75.5,35211.8,0
2026-01-16 12:51:53.973666,67.1,19.8,72.2,5536.1,1
2026-01-16 13:06:53.973666,74.6,24.2,78.7,37819.1,0
2026-01-16 13:21:53.973666,9.1,32.3,28.5,78661.6,2
2026-01-16 13:36:53.973666,78.6,25.4,59.1,33672.3,1
2026-01-16 13:51:53.973666,83.7,19.3,76.1,90944.2,1
2026-01-16 14:06:53.973666,78.7,21.2,79.3,39040.8,0
2026-01-16 14:21:53.973666,12.4,26.9,32.9,20623.0,1
2026-01-16 14:36:53.973666,69.7,23.0,88.9,4083.5,1
2026-01-16 14:51:53.973666,68.8,20.6,75.7,24715.0,0
2026-01-16 15:06:53.973666,18.2,37.4,36.2,82248.8,2
2026-01-16 15:21:53.973666,35.0,0.2,38.6,8540.9,2
2026-01-16 15:36:53.973666,29.0,1.9,31.4,13650.0,2
2026-01-16 15:51:53.973666,71.4,19.3,79.7,22103.3,0
2026-01-16 16:06:53.973666,49.0,44.9,65.3,36655.1,2
2026-01-16 16:21:53.973666,76.0,3.6,70.9,8333.4,1
2026-01-16 16:36:53.973666,82.9,6.4,90.9,59687.8,2
2026-01-16 16:51:53.973666,60.9,12.5,78.8,39254.1,1
2026-01-16 17:06:53.973666,61.7,31.3,24.5,62182.4,2
2026-01-16 17:21:53.973666,86.2,12.9,96.3,27657.2,2
2026-01-16 17:36:53.973666,70.4,26.3,75.5,36068.9,0
2026-01-16 17:51:53.973666,93.9,15.4,25.9,2356.7,2
2026-01-16 18:06:53.973666,60.3,24.7,78.1,25855.4,0
2026-01-16 18:21:53.973666,99.2,20.0,78.7,30071.3,1
2026-01-16 18:36:53.973666,77.8,19.1,71.6,29917.4,0
2026-01-16 18:51:53.973666,99.9,38.4,91.3,76139.7,2
2026-01-16 19:06:53.973666,62.6,22.7,72.1,32599.9,0
2026-01-16 19:21:53.973666,24.4,37.6,95.8,6802.9,2
2026-01-16 19:36:53.973666,70.8,21.0,78.2,37339.9,0
2026-01-16 19:51:53.973666,75.7,18.7,72.5,30473.2,0
2026-01-16 20:06:53.973666,53.9,5.8,78.3,78999.5,2
2026-01-16 20:21:53.973666,65.0,24.5,21.1,34327.5,1
2026-01-16 20:36:53.973666,70.4,18.4,76.0,31904.7,0
